sentence1Text,sentence2Text,mergedText
"Mob boss Vincent ""The Chin"" Gigante, the powerful Mafioso who avoided jail for decades by wandering the streets in a ratty bathrobe and slippers, feigning mental illness, died Monday in prison, officials said.","Convicted mobster Vincent ""Chin"" Gigante, famed for wandering the streets of New York in a tattered bathrobe in a show of insanity, died on Monday in federal prison, officials said.","Convicted mob boss Vincent ""The Chin"" Gigante, the powerful Mafioso who avoided jail for decades by wandering the streets of New York in a ratty bathrobe and slippers, feigning mental illness, died Monday in prison, officials said."
"Whilst admitting Van Gogh's views were hurtful, Muslim groups condemned the killing and called for calm.","Twenty-thousand attended a memorial service and Dutch and Muslin leaders expressed concern, calling for calm and dialogue.","Twenty-thousand attended a memorial service and whilst admitting Van Gogh's views were hurtful, Muslim groups condemned the killing and Dutch and Muslim leaders expressed concern, calling for calm and dialogue."
An observatory five miles from the crater was evacuated and aircraft were diverted from the area.,Officials evacuated an observatory 5 miles from the crater and moved tourists to a lookout point several miles below.,"Officials evacuated an observatory 5 miles from the crater, moved tourists to a lookout point several miles below, and aircraft were diverted from the area."
"Wladimir Klitschko won his 16th straight fight today, successfully defending the WBA, WBO, and IBF heavyweight titles against Tony Thompson, stopping the 40-year-old American in the sixth round of a fight that was never really close.","Wladimir Klitschko stopped Tony Thompson in the sixth round to retain his WBA, IBF and WBO heavyweight title belts Saturday night.","Wladimir Klitschko won his 16th straight fight tonight, successfully defending the WBA, WBO, and IBF heavyweight title belts against Tony Thompson, stopping the 40-year-old American in the sixth round of a fight that was never really close."
"On December 26, 2004, an 8.7 magnitude earthquake, the biggest in the world in 40 years, unleashed a tsunami that slammed into coastal communities from southern Asia to Africa, killing nearly 150,000 in 11 nations.  ","An 8.7 degree earthquake off Sumatra Island, followed by a killer tsunami, devastated parts of Asia on 26 December 2004, killing nearly 150,000 in 11 nations.","On December 26, 2004, an 8.7 magnitude earthquake off Sumatra Island, the biggest in the world in 40 years, unleashed a tsunami that slammed into coastal communities from southern Asia to Africa, killing nearly 150,000 in 11 nations."
"Vincent ""The Chin"" Gigante, the New York mob boss whose crazy act earned him the nickname ""The Oddfather,"" died in prison Monday.","Vincent Gigante, who died yesterday in federal prison at 77, was the Genovese crime family boss who for three decades feigned lunacy to evade prosecution for crimes ranging from loan sharking to murder to bribing the entire police force of Old Tappan, N.J.","Vincent ""The Chin"" Gigante, who died yesterday in federal prison at 77, was the New York Genovese crime family boss who for three decades feigned lunacy to evade prosecution for crimes ranging from loan sharking to murder to bribing the entire police force of Old Tappan, N.J., earning him the nickname ""The Oddfather."""
"On the wall in Manhattan's Soho neighbourhood, Ms Richards wrote ""T [heart] A"", police said.","Theodora Richards, 25, was caught drawing on the side of a convent in Lower Manhattan, police said.","On the wall on the side of a convent in Manhattan's Soho neighborhood, Ms. Theodora Richards, 25, wrote ""T [heart] A,"" police said."
Scientists reported that breast cancer patients who follow diets low in fat might reduce the chance that their tumors will return.,A low-fat diet and exercise may reduce chances of recurrence.,Scientists reported that breast cancer patients who exercise and follow diets low in fat might reduce the chance that their tumors will return.
Kraft Shooting: Yvonne Hiller Charged With Two Counts Of Murder,The woman who allegedly shot and killed two co-workers in September at the Kraft Foods plant in Northeast Philadelphia will face trial on multiple counts of murder and attempted murder.,"Yvonne Hiller, the woman who allegedly shot and killed two co-workers in September at the Kraft Foods plant in Northeast Philadelphia, will face trial on multiple counts of murder and attempted murder."
"Lindsay Lohan has checked into a rehab facility to begin a 90-day court-ordered stint, handed down as part of a sentence for a 2012 car crash case.","Lohan had checked into Morningside Recovery Center Thursday morning, but then left because “she was not happy with the place,” her father said.","Lindsay Lohan checked into Morningside Recovery Center Thursday morning to begin a 90-day court-ordered stint, handed down as part of a sentence for a 2012 car crash case, but then left because “she was not happy with the place,” her father said."
